collectionDate,friendshipType,touyouID,touyouName,userID
2018-11-08 08:28:49,touy,229287,zhouxf,1
2018-11-08 08:28:49,touy,123025,红岭创投官方,1
2018-11-08 08:28:49,touy,73885,苦菜根,1
2018-11-08 08:28:49,touy,138109,2014_liujing,1
2018-11-08 08:28:49,touy,38199,SAZLLSHE,1
2018-11-08 08:28:49,touy,159460,wayhome,1
2018-11-08 08:28:49,touy,158311,李伟超,1
2018-11-08 08:28:49,touy,137337,梁秘书长,1
2018-11-08 08:28:49,touy,134598,roy395,1
2018-11-08 08:29:02,touy,72625,甲乙丙丁ABC,1
2018-11-08 08:29:02,touy,50939,残月,1
2018-11-08 08:29:02,touy,55760,haorizi,1
2018-11-08 08:29:02,touy,7766,贷帮网,1
2018-11-08 08:29:02,touy,6963,网贷之家天平,1
2018-11-08 08:29:02,touy,7477,中国义工,1
2018-11-08 08:29:04,touy,74686,琪琪cyxuan,12
2018-11-08 08:29:04,touy,40617,と守望幸福つ,12
2018-11-08 08:29:04,touy,8764,诚诚,12
2018-11-08 08:29:06,touy,23829,国鼎投融,18
2018-11-08 08:29:06,touy,19570,anxintian,18
2018-11-08 08:29:06,touy,11609,天涯网贷人,18
2018-11-08 08:29:06,touy,6656,hwygy001,18
2018-11-08 08:29:06,touy,22818,漂移,18
2018-11-08 08:29:06,touy,22510,李寻欢,18
2018-11-08 08:29:06,touy,22463,dd20130819,18
2018-11-08 08:29:06,touy,22954,牛魔王,18
2018-11-08 08:29:10,touy,23025,sarah,18
2018-11-08 08:29:10,touy,22829,我叫肉肉,18
2018-11-08 08:29:10,touy,22692,easther83,18
2018-11-08 08:29:10,touy,20096,wangfeng,18
2018-11-08 08:29:10,touy,17405,小蛮,18
2018-11-08 08:29:10,touy,17497,wanwan123,18
2018-11-08 08:29:10,touy,22621,积木,18
2018-11-08 08:29:11,touy,187030,半遮羞,28
2018-11-08 08:29:11,touy,233862,小鹅网,28
2018-11-08 08:29:11,touy,163452,toowwe,28
2018-11-08 08:29:11,touy,35196,有喜财富,28
2018-11-08 08:29:11,touy,56813,chang,28
2018-11-08 08:29:11,touy,1138194,P2P羊毛返利总群,29
2018-11-08 08:29:11,touy,1,admin_wdzj,29
2018-11-08 08:29:14,touy,20100,蜜汁,18
2018-11-08 08:29:14,touy,21094,美丽人生0517,18
2018-11-08 08:29:14,touy,20144,银实贷石头,18
